uuid,seller_id,seller_firstname,seller_lastname,date_joined,country,contact_region,contact_date,contact_customer_fullname,contact_type,contact_product_type_offered_id,contact_product_type_offered,sale_net_amount,sale_gross_amount,sale_tax_rate,sale_product_total_cost
8d02d7f0-2d94-4579-9fc1-2ca8aea569d8,382,Roxane,Ruvolo,2006-02-16,CM,Whitehorse,2023-11-15,Gavrielle,Phone,216,Spätzle,371.35,946.99,0.19,313.64
e55970dc-e67e-48c1-94bf-f5f1e8c11dcb,118,Vivia,Wallis,2005-01-10,AD,Denver,2021-01-05,Belva,Email,818,Canned sausages,457.38,957,0.19,453.17
65f6afe0-a5bb-407e-b062-8e5b25bc2fcf,74,Nickie,Malanie,2016-05-10,SY,Tunis,2017-12-25,Catrina,Email,43,Spätzle,276.99,887.49,0.19,499.34
19068caa-d622-493e-a599-06ad0ddf9f82,638,Shauna,Ruvolo,2005-07-06,RE,Harare,2022-07-28,June,Phone,317,Spätzle,282.81,632.48,0.19,381.62
c5857a73-e294-4bcb-915b-c3d0f4f01efe,783,Renae,Euridice,2023-03-06,RO,Porto,2020-10-03,Rosanne,Phone,341,Spätzle,204.84,979.7,0.19,447.07
0e9da6f5-c6cb-4899-a7f7-fc50dc541333,757,Penelopa,Joseph,2009-05-18,TJ,Doha,2018-11-03,Rivalee,Phone,167,Canned sausages,208.79,953.38,0.19,497.82
cc797f0f-7091-4699-85b8-3917a43028c2,910,Leontine,Sallyann,2016-03-12,PY,Zamboanga City,2007-10-22,Emilia,Email,24,Canned sausages,432.65,573.97,0.19,454.96
da480868-dfcc-4448-8f6d-b40929de92cd,921,Marsiella,Nerita,2000-06-30,MU,Tabriz,2004-09-06,Hildegaard,Phone,855,Canned sausages,447.45,575.15,0.19,347.47
1e241415-1cf7-45f0-9be4-3f3b039e87cd,386,Barbara,Love,2007-07-07,AS,Puebla,2017-01-02,Noelle,Email,716,Canned sausages,256.49,503.5,0.19,362.05
e5e77aa6-090a-49ac-9345-a53d30a25fd2,318,Merrie,Stilwell,2014-07-22,NE,Kanpur,2001-08-07,Hettie,Phone,185,Spätzle,278.85,650.07,0.19,384.53
4eb7b752-4c52-417e-b4c0-885726d74472,639,Regina,Christine,2004-02-26,PS,St. George's,2004-07-19,Joane,Phone,77,Spätzle,469.12,664.66,0.19,438.94
aed3de2e-fd2a-4178-a2ba-70cf49576839,662,Rosaline,Vorster,2014-09-19,CO,Kaohsiung,2002-07-27,Melisent,Phone,511,Spätzle,219.15,638.12,0.19,404.58
ed8195a5-d525-413a-9617-ea0c9cc51f6a,40,Tybie,Curren,2002-02-19,QA,Forked River,2012-12-28,Kore,Phone,808,Spätzle,245.65,644.05,0.19,465.63
c5515973-ab88-435b-b4bd-a676e4ce657a,423,Elie,Schalles,2001-02-04,SH,Tampere,2021-02-28,Georgetta,Phone,937,Canned sausages,353.17,924.54,0.19,312.89
37d73c95-eda8-4279-a042-e1d5e91a0e8a,170,Lucille,Evangelia,2009-12-17,AE,Bergen,2011-08-23,Celestyna,Email,676,Canned sausages,483.08,707.57,0.19,323.23
83b8693d-35b0-40b0-9ed5-41c1fc5910bd,697,Arlena,Annabella,2023-06-24,CM,Brazzaville,2008-03-03,Valera,Email,320,Spätzle,310.29,632.01,0.19,308.02
eb9accdb-eab0-4339-8e18-1bfffabda3f8,710,Corina,Posner,2012-09-27,CD,Chuí,2005-08-29,Aryn,Email,676,Spätzle,393.87,760.18,0.19,395.85
c9f6fd30-411f-4a27-a5d5-9a1f02025771,361,Augustine,Fairweather,2013-01-04,LR,Podgorica,2019-02-17,Maisey,Email,612,Canned sausages,324.35,648.63,0.19,427.25
5eeabe3f-d514-4b02-b90a-e21c6edf00c5,497,Janeczka,Michella,2007-06-20,IR,Johannesburg,2012-08-24,Minne,Email,157,Spätzle,322.61,751.02,0.19,353.09
efe96df1-fb3a-472b-bdb5-3973ca68df80,93,Abbie,Tice,2002-11-18,MN,Split (city),2011-03-16,Dawn,Phone,5,Spätzle,351.36,981.78,0.19,432.02
967e9a38-4257-4e04-b9c3-2f86842279a7,727,Jolyn,Casimir,2005-04-22,CG,Málaga,2011-06-29,Calla,Phone,507,Canned sausages,394.77,681.41,0.19,379.2
60b64672-a0c8-405a-95f1-2294911b4e2a,353,Desirae,Grimbly,2019-12-17,BV,Ahmedabad,2021-09-15,Rosene,Email,20,Spätzle,409.25,518.77,0.19,354.97
9187ea18-3495-41f9-8bb9-5683288d8d53,875,Nita,Eno,2014-05-04,BB,Antofagasta,2021-08-17,Nerta,Email,351,Spätzle,483.87,983.17,0.19,477.25
9745d229-a4a3-4843-9f35-8c9394db0288,107,Lynea,Tjon,2005-10-18,LT,Ciudad del Este,2020-08-04,Mildrid,Phone,594,Canned sausages,323.63,979.5,0.19,343.11
84d2468d-7f94-470d-897e-c8a5929c794b,545,Ira,Jeanne,2008-02-15,BI,Port Vila,2017-12-30,Merle,Email,240,Spätzle,438.22,653.36,0.19,465.24
283ce660-3015-4ec3-ae8d-2bced9e126a1,208,Ann-Marie,Chem,2018-11-18,MW,Tianjin,2010-03-28,Reeba,Email,427,Spätzle,392.42,695.86,0.19,343.45
bb5fd2f8-a5a9-4d2c-9072-a02e288dea87,432,Patricia,Gregrory,2012-05-05,BR,Melekeok,2002-05-22,Sheelagh,Email,919,Canned sausages,244.01,622.36,0.19,447.55
eec24b2a-cf46-408c-95d5-45e6b9b043d0,490,Augustine,Levey,2007-12-01,NZ,Macau,2007-06-10,Annecorinne,Email,336,Canned sausages,485.43,746.88,0.19,383.59
2d84102e-a0f7-406d-a7af-c6e915988de1,453,Bertine,Yoko,2002-09-30,BR,Warsaw,2004-06-24,Emilia,Phone,837,Canned sausages,479.06,915.97,0.19,395.75
21ecba81-00a0-43ab-a3ef-a8d8193ffaf9,688,Kelly,Carlson,2024-04-24,BG,Rio Branco,2016-12-15,Joy,Phone,175,Canned sausages,295.21,684.84,0.19,336.02
4b429e79-0a0f-468f-9aea-b1647c5655ec,47,Isa,Voletta,2006-06-14,JM,Naypyidaw,2017-10-14,Konstance,Email,699,Spätzle,434.55,532.13,0.19,441.57
a520bb17-0124-4846-aa26-a70cd3c7e27d,72,Priscilla,Mauer,2010-09-17,SH,Edmonton,2024-04-15,Anestassia,Email,947,Canned sausages,385.88,769.73,0.19,384.7
037a83f5-14e6-4e7f-b6b2-13a26676a7af,125,Melisent,Lane,2015-09-12,MZ,Boa Vista,2023-07-13,Nariko,Email,304,Canned sausages,332.24,506.93,0.19,359.55
6180366e-5fe0-46a7-addb-9294e86faab9,20,Gwenneth,Lucienne,2008-04-23,JP,Praia,2022-11-29,Viviene,Email,906,Canned sausages,264.03,927.65,0.19,368.47
68fbcae0-8c9e-4439-9fe7-dd7368dc2739,413,Ardeen,Maryanne,2001-06-24,ES,Regina,2003-04-16,Blake,Phone,222,Spätzle,307.71,809.25,0.19,396.23
76cf3842-c6ce-4375-a2c8-f3d9ecce6b1f,303,Ernesta,Seessel,2012-10-08,AQ,Macapá,2012-01-01,Gabriellia,Email,96,Spätzle,486.24,702.01,0.19,378.37
fc90131e-72f7-44d7-8463-733b6e51bc1a,99,Randa,Bennie,2017-07-24,PS,Invercargill,2022-08-24,Sophia,Email,875,Spätzle,229.68,900.4,0.19,430.2
7e9b4845-d159-44f7-9b51-a1706ec53a08,891,Fred,Waldron,2001-09-08,CR,Amsterdam,2024-11-04,Alex,Email,370,Canned sausages,405.23,657.47,0.19,328.63
e33aedc0-cc2f-48a3-a12f-ec5b9549f322,724,Cam,Mehalek,2008-06-21,SY,Toronto,2011-10-23,Amara,Phone,381,Canned sausages,492.07,811.94,0.19,428.93
c549a8b0-6bb4-4173-bc2e-110da2ad9589,924,Lorne,Kalinda,2021-02-16,CH,Okinawa,2004-03-30,Trixi,Email,57,Canned sausages,490.63,675.11,0.19,412.59
814d6656-bc59-4136-af9b-32b98faedaea,934,Sara-Ann,Florina,2022-07-04,ZM,Vientiane,2023-03-25,Linet,Phone,303,Canned sausages,368.92,903.99,0.19,341.21
1b36fd99-50aa-4b23-b1ee-55c2717cec73,355,Jenilee,Vale,2010-06-25,DO,Seoul,2009-04-26,Elfreda,Email,925,Canned sausages,269.17,658.24,0.19,453.56
a6471b31-5217-4ef4-862c-f33c9aea29b2,34,Jemie,Talia,2005-11-19,NO,Melekeok,2003-08-25,Deane,Email,272,Spätzle,216.6,988.74,0.19,339.1
d9296063-aaf6-4ace-81cf-c4dcc35acb2d,555,Jacquetta,Juan,2021-08-17,LY,Honiara,2019-04-09,Shell,Phone,5,Spätzle,222.74,532.08,0.19,449
8c5c6e02-9785-4f9e-88c2-d35f8bfc451e,843,Annice,Krystle,2019-07-19,PM,Surabaya,2016-07-29,Leia,Email,694,Spätzle,217.34,812.47,0.19,371.59
79c81268-3ce7-40b9-a82d-b4da043115e3,894,Claresta,Francyne,2009-10-07,MT,Majuro,2016-07-10,Nadine,Phone,846,Canned sausages,200.98,848.36,0.19,399.14
623bfd09-7cb9-45e7-b34a-5b29ae63eda1,713,Vanessa,Telfer,2004-09-25,ET,Tunis,2018-01-20,Peri,Phone,928,Spätzle,428.07,542.74,0.19,421.72
a021b694-6129-4c7e-af65-3769d7b71048,367,Madelle,Marisa,2009-07-28,PE,South Tarawa,2024-02-11,Noelle,Email,192,Canned sausages,328.31,627.76,0.19,475.12
8687f968-83e3-409f-9844-39390bc6c98b,291,Jorry,Gavrila,2020-04-12,AG,Tehran,2001-11-30,Janey,Phone,60,Canned sausages,432.97,987.34,0.19,365.03
b400334f-974b-476f-872f-12f5fbcd8227,903,Myriam,Hoenack,2008-12-23,SZ,Patna,2001-04-08,Binny,Email,97,Spätzle,249.95,705.38,0.19,412.26
3aad85f5-5990-4d5a-9398-2ce6bc94ff9a,556,Dorthy,Shanley,2013-04-09,KI,Casablanca,2002-01-27,Lynnea,Phone,198,Canned sausages,304.39,674.79,0.19,379.7
bd06873c-f797-4ec7-87cd-fba3e79beb5e,265,Nessie,Wadell,2020-01-28,HT,Shanghai,2017-09-04,Neila,Email,804,Spätzle,483.97,933.58,0.19,483.16
38c5722c-36b8-4afa-90f4-5405d4a1381f,221,Basia,Baylor,2020-02-09,DZ,Porto,2001-09-10,Misha,Phone,322,Canned sausages,453.31,587.39,0.19,445.15
f7d9a46a-d2fe-440c-9e39-f8fe8e6042f9,909,Lizzie,Rocray,2021-11-10,GU,Makati City,2014-11-02,Modestia,Phone,713,Canned sausages,295,625.4,0.19,426.9
3a276097-2c94-4c4a-8fd0-a80b5d54fca4,504,Elyssa,Byrne,2007-08-17,TC,Rabat,2022-12-27,Cristabel,Phone,980,Canned sausages,440.62,721.19,0.19,487.14
891e048b-5060-43b4-b4a7-18bb23bbd70d,919,Genevra,Revkah,2016-02-27,NZ,Rawalpindi,2020-08-29,Rochette,Phone,219,Spätzle,217.26,854.46,0.19,489.26
992d66d5-bed7-468e-8a9f-a9138acf95c1,607,Lexine,Bettine,2003-11-13,DJ,Lahore,2012-10-18,Mignon,Email,982,Spätzle,326.08,756.7,0.19,351.29
c8752a64-1f23-4a38-9b8b-644d521b8018,134,Florie,Ricki,2023-08-05,TH,Bamako,2019-05-14,Shaylyn,Phone,917,Spätzle,312.01,568.01,0.19,470.46
95ef97dc-716f-43a3-944b-f752af97edbc,55,Charlena,Fairweather,2003-05-19,NP,Shenyang,2018-04-08,Belva,Phone,771,Spätzle,202.63,616.04,0.19,380.6
cfb38e96-4572-4888-96ce-9258096337fa,135,Sarette,Alabaster,2010-06-03,NZ,Guayaquil,2010-11-16,Fayre,Email,526,Canned sausages,214.05,855.36,0.19,443.9
a6bca8ee-4239-40e2-945c-31b51904143f,522,Lelah,Helfand,2022-06-10,KW,Kraków,2021-02-14,Maridel,Email,75,Canned sausages,354.82,606.04,0.19,334.15
37b6ba79-c67c-4898-9a66-6616875ae534,389,Clary,Loring,2001-01-21,UG,Algiers,2008-03-27,Heida,Email,562,Canned sausages,241.97,929.66,0.19,470.3
274114ca-964f-4b59-a6f5-ba5de8949706,964,Hyacinthe,Sidonius,2022-09-29,BF,Tartu,2006-05-21,Queenie,Phone,78,Canned sausages,446.93,560.35,0.19,476.09
6a386ccb-03ee-40ad-bdd4-2233ab369ca9,746,Ada,Lutero,2005-10-29,MW,Kota Kinabalu,2005-02-02,Tobe,Email,97,Canned sausages,478.8,770.02,0.19,362.17
737eeb04-8009-47e1-9f1b-2225f7c72025,246,Bernardine,Annabella,2008-01-24,AE,Zhengzhou,2011-10-11,Alyda,Phone,437,Spätzle,436.56,669.91,0.19,493.85
65339694-d458-46aa-aa7c-cf4bc56af608,987,Miquela,Eliathas,2016-03-22,MY,Kaesong,2010-06-02,Joy,Phone,952,Canned sausages,200.8,987.26,0.19,384.03
0dc49f30-1ac8-43e3-8c07-ae6bd5f3c095,748,Myrtice,Cohdwell,2018-12-29,BM,Cayenne,2015-01-12,Cyb,Phone,276,Canned sausages,461.67,597.51,0.19,389
c116cc3a-5319-4cc5-949e-2f34eaf23004,131,Justinn,Eckblad,2013-12-11,DE,Bissau,2020-02-17,Marsiella,Email,347,Canned sausages,277.92,612.38,0.19,365.89
e43e9108-2c7b-4367-82ba-d6f800d2ca7d,542,Ofilia,Ammann,2011-06-10,PG,Cotonou,2008-03-02,Alleen,Phone,219,Canned sausages,337.25,966.93,0.19,456.27
3e4fbd6e-d458-48ee-98ce-cfe2e6cb27e3,921,Dawn,Grayce,2000-09-23,ET,Gaborone,2019-11-11,Adore,Email,117,Canned sausages,372.55,655.94,0.19,328.83
ff086051-c091-4dff-8ffb-364fcba1d547,150,Taffy,Norvol,2011-03-13,BB,Honolulu,2024-08-07,Dede,Email,39,Canned sausages,245.93,660.63,0.19,397.93
d66c5b04-d87c-426a-bad5-774682f16b24,239,Nanete,Mullane,2005-05-29,IE,Francistown,2010-01-10,Roseline,Phone,779,Canned sausages,454.68,659.6,0.19,479.76
81bf929c-68cc-45de-bc07-8cd4045e3d38,669,Sissy,Georas,2022-09-21,IE,Wollongong,2018-04-19,Cherilyn,Phone,190,Canned sausages,282.83,852.53,0.19,317.34
bfc5363e-dfba-492d-95e2-ddad74a76ffc,515,Yvonne,Chabot,2012-04-06,NF,Anchorage,2015-10-11,Therine,Phone,947,Spätzle,399.59,509.18,0.19,409.03
d4002b94-e304-4ed0-b439-8ab85a94be2a,634,Vivia,Amand,2022-03-10,FJ,Udon Thani,2011-11-17,Elbertina,Email,800,Canned sausages,479.33,794.4,0.19,498.08
db8addb4-b84b-4129-8b72-0e762194f218,79,Roberta,Callista,2006-10-08,VN,Asunción,2015-12-09,Audrie,Phone,710,Spätzle,414.69,518.42,0.19,389.48
488257b4-f1ec-4b3a-905c-b345ad16c152,799,Sidoney,Anyah,2019-03-03,DK,Lucknow,2016-07-08,Alie,Email,640,Spätzle,387.8,675.24,0.19,393.97
6ce89e4e-ce14-43c1-8bee-8008fd23913f,517,Dennie,Hillel,2014-01-27,GM,Shijiazhuang,2005-03-26,Eadie,Email,173,Spätzle,227.86,686.95,0.19,398.13
fb0cc0b3-303f-4a79-8e32-334270d4b758,433,Ebonee,Lilybelle,2023-03-17,SE,Colombo,2004-09-18,Collen,Email,818,Canned sausages,425.22,511.95,0.19,356.82
8971350d-091b-4552-ab30-55da9fae9b84,203,Winifred,Thomasina,2014-06-14,PE,Amman,2024-07-08,Sean,Phone,424,Canned sausages,303.31,868.2,0.19,480.47
a5c597a5-6a28-468d-bf93-b477311d9628,332,Althea,Angelis,2004-06-17,NP,Tijuana,2003-01-01,Starla,Phone,81,Canned sausages,241.65,803.17,0.19,449.63
ef46dd5b-dbbc-4b89-8c59-900ad23d53cd,693,Abbie,Harl,2001-11-13,AS,Asmara,2023-11-07,Lenna,Email,22,Spätzle,249.09,631.31,0.19,352.59
7c424065-1336-4edd-a482-1fa462ef7776,618,Alameda,Wilkinson,2020-01-13,TO,Pago Pago,2009-01-07,Annabela,Phone,976,Spätzle,348.22,734.74,0.19,371.29
36a9b111-f15c-489b-9b9b-45e16cc16fe0,20,Corry,Edmund,2003-06-21,BZ,Rochester,2010-08-21,Elmira,Phone,616,Spätzle,477.2,915.46,0.19,301.7
cbdeb084-486b-4bbb-880f-113a5df9eb7f,940,Deirdre,Montgomery,2008-11-09,NC,Vilnius,2023-01-10,Deedee,Email,227,Canned sausages,468.68,824.08,0.19,399.99
f6c4beb1-b579-4cb4-8b0a-ed13c01179fe,682,Marcy,Tound,2002-01-12,ES,Tashkent,2015-01-19,Bettine,Email,20,Canned sausages,384.62,590.32,0.19,396.06
a82cb666-d5f9-4431-9a40-a3559a68b3c4,123,Bill,Montgomery,2008-05-06,MW,Saint-Pierre,2023-04-28,Evita,Phone,636,Spätzle,482.26,836.06,0.19,424.44
4fed869b-9ceb-414d-826f-5d3b594d7aba,913,Sonni,Adore,2017-01-30,ER,Gold Coast,2010-05-19,Arlina,Phone,841,Canned sausages,481.85,851.98,0.19,484.38
19078390-4ac7-432a-abed-3f896fc261f8,266,Teddie,Greenwald,2015-12-12,HU,Bogotá,2008-01-08,Agnese,Email,80,Canned sausages,411.3,548.26,0.19,457.67
e4206476-de75-42f3-a1e5-06ac1a718018,116,Elena,Schlosser,2024-07-01,GN,Gold Coast,2001-08-15,Cindelyn,Email,327,Canned sausages,415.23,670.93,0.19,439.49
909f6a3b-d7bd-4bc3-971b-68226da327f2,758,Carmencita,Garbe,2015-11-28,MY,Sydney,2017-03-21,Lolita,Email,418,Canned sausages,471.85,788.45,0.19,425.47
03955de3-ca85-4f23-816f-a33aad4f4e4c,951,Justinn,Sheedy,2016-05-10,BV,São José dos Campos,2014-06-11,Leeanne,Email,486,Canned sausages,358.93,827.21,0.19,324.71
12e121fb-cee0-436b-a3b4-d83edea44a1b,714,Tersina,Tybald,2017-03-03,BG,Surat Thani,2000-12-25,Chrystel,Phone,839,Canned sausages,384.62,627.6,0.19,382.48
476f8ae0-2afb-4a07-984c-1cea0c547ee1,91,Tiffie,Rebecka,2001-10-28,NZ,Malabo,2006-06-17,Vevay,Phone,513,Spätzle,215.53,585.18,0.19,346.5
c4bfffe6-1483-40d7-8fbb-0fa79883d299,479,Arabel,Teryn,2011-11-08,LS,Iquique,2022-12-14,Dorthy,Phone,163,Spätzle,314.28,522.24,0.19,488.77
e6d54e29-740d-4805-9bd2-4284a1d3abef,898,Catrina,Rozanna,2005-11-05,BF,Montevideo,2010-07-16,Alia,Email,772,Spätzle,354.59,569.99,0.19,478.89
0c4b747b-8dc7-46f7-92b6-97fc1f1340d8,754,Nollie,Keily,2011-04-05,WS,Edmonton,2020-08-26,Alyssa,Phone,499,Canned sausages,211.03,813.28,0.19,348.5
23a3a531-ecfe-4880-a698-8e481ee02955,813,Alia,Corrine,2010-10-21,PK,Helsinki,2023-04-23,Lynea,Phone,40,Canned sausages,471.21,748.71,0.19,406.11
b08c8531-9287-41cf-8dc5-614171503721,813,Teriann,Tacye,2008-08-14,TV,Berlin,2019-02-05,Rosabelle,Email,328,Canned sausages,293.9,764.71,0.19,436.34
615001a2-de17-4d62-9330-6cb50dffd5ca,11,Alyssa,Helfand,2002-04-18,IL,Tórshavn,2000-10-21,Patricia,Email,539,Spätzle,248.91,741.62,0.19,464.86
270d0563-d924-44a5-8b15-8f4057293c74,830,Sibella,Uird,2022-12-25,IM,Ibadan,2005-08-17,Amara,Email,917,Canned sausages,227.63,669.65,0.19,332.35
31e4dd99-0584-4bbc-9ffe-56f8bd43afdf,490,Bee,My,2010-07-05,NO,São Tomé,2010-05-12,Joane,Email,400,Spätzle,234.94,600.45,0.19,331.57
6a80ffac-e9b4-43de-95ba-e4fe2e3d4817,183,Fawne,Maroney,2013-08-02,CH,São José dos Campos,2022-07-22,Carilyn,Email,734,Spätzle,464.95,879.74,0.19,495.42
d1fdca4a-1d76-4d85-9b8b-8a2a58a40012,228,Janis,Gavrila,2022-03-04,LY,Abu Dhabi,2001-01-07,Angelique,Phone,608,Canned sausages,458.88,530.1,0.19,394.67
01aedb63-b33e-47e4-a0b6-74e207d5e9a8,849,Janis,Edee,2003-12-20,VI,Toulouse,2006-10-21,Farrah,Phone,221,Spätzle,239.67,976.32,0.19,337.84
549a980b-0c4a-4b0e-855b-5056333d4f8f,992,Corene,Blake,2015-12-05,BR,Stuttgart,2006-02-19,Robinia,Phone,389,Canned sausages,443.98,816.91,0.19,346.53
39b76bed-afcb-49fc-9772-887eaccb0e73,356,Marjie,Kaja,2013-05-11,JE,The Hague,2023-07-11,Ada,Phone,984,Spätzle,459.96,965.39,0.19,481.27
2e76c0c2-5ee6-4871-a291-ebdcc0614a5f,130,Edith,Granoff,2019-08-24,OM,Avarua,2015-03-02,Pollyanna,Email,97,Spätzle,341.36,778.25,0.19,301.97
ceedfcf6-df5c-4bf5-a342-60c7cb1c7839,315,Alyda,Ethban,2020-11-01,MX,Kuwait City,2020-12-12,Janenna,Phone,339,Canned sausages,354.04,758.15,0.19,400.03
37a5a1ed-562f-44b6-89e5-7fdced375bc8,104,Nonnah,Elo,2017-07-20,GU,Xining,2022-12-12,Margarette,Email,388,Canned sausages,338.25,511.58,0.19,395.24
59348931-cc5a-451e-86d9-9beade1ae3e5,374,Lorne,Si,2018-09-10,BJ,Asmara,2020-11-22,Melina,Email,502,Canned sausages,363.92,508.38,0.19,439.09
568c62f2-a113-4d64-8baa-2a0a1c66213f,933,Shannah,Lowry,2020-09-30,CH,Puerto Williams,2023-10-10,Bettine,Phone,494,Canned sausages,267.24,848.59,0.19,355.86
a3e7f76f-4c4c-4959-b405-cdcc23a270fb,746,Sue,Kosey,2008-08-04,VE,Port of Spain,2007-03-11,Marnia,Phone,847,Canned sausages,427.92,987.97,0.19,375.02
0d472013-1fb8-40a1-899a-f315e2db8d7c,65,Lyssa,Han,2010-04-12,ES,Porto-Novo,2001-10-19,Kaia,Email,797,Spätzle,375.27,560.48,0.19,398.08
547b362f-4266-4828-b202-f46acb8a4ae7,327,Xylina,Merna,2015-05-24,CK,Konya,2013-08-01,Janenna,Phone,721,Canned sausages,408.23,954.97,0.19,388.08
dc703907-7209-4070-8f71-411abdfe8ef5,769,Annecorinne,Konyn,2020-07-20,MO,Valencia,2023-06-08,Glenda,Email,691,Canned sausages,410.41,884.53,0.19,479.56
8b900739-3ed0-4c13-9e10-0534dbf01a0f,589,Corina,Hurley,2022-06-05,AT,Durban,2011-12-23,June,Phone,605,Spätzle,440.39,503.44,0.19,331.22
ba08a280-06e2-402d-a82a-160c280eff74,276,Nananne,Pelagias,2010-10-31,SI,Douglas,2001-09-17,Micheline,Email,303,Canned sausages,405.97,606.81,0.19,306.77
17514634-f02f-4bbb-8a7d-39ab7d292b31,509,Kittie,Zrike,2003-10-26,IQ,Yaoundé,2018-12-24,Roslyn,Phone,102,Spätzle,239.78,788.93,0.19,413.56
ff7be127-3eae-45cc-951d-61d68ceb0239,287,Valeda,Tomasina,2012-02-15,SY,Cayenne,2024-06-10,Stevana,Phone,223,Spätzle,236.22,727.47,0.19,484.71
104bf40b-829a-41f0-a844-8373ff5df5a2,843,Julieta,Ramona,2021-05-23,SV,Abidjan,2007-06-08,Verla,Phone,526,Canned sausages,244.42,912.75,0.19,471.02
