uuid,seller_id,seller_firstname,seller_lastname,date_joined,country,contact_region,contact_date,contact_customer_fullname,contact_type,contact_product_type_offered_id,contact_product_type_offered,sale_net_amount,sale_gross_amount,sale_tax_rate,sale_product_total_cost
be93457c-1fe4-42be-95ed-5fa8b071b629,578,Jean,Alcott,2009-02-07,IO,Santiago,2002-10-28,Kenna,Email,510,Canned sausages,254.66,635.55,0.19,345.93
1ec32f3b-0033-4514-9204-6846dae76e25,414,Janenna,Japeth,2022-04-03,KN,Xi'an,2003-10-28,Britni,Phone,942,Spätzle,417.61,794.42,0.19,411.87
0a81c392-6fe2-4596-bc29-9d8a95681a4a,725,Eadie,August,2016-11-13,MO,Recife,2007-01-05,Micheline,Phone,377,Spätzle,331.96,755.34,0.19,327.09
68b8810f-20cd-46b6-a8a0-f9355a4cdc00,768,Almeta,Wenoa,2015-10-28,BO,Palembang,2002-09-14,Paule,Email,118,Canned sausages,488.36,827.86,0.19,476.86
868f0a4d-50d7-4c42-9a89-a4c1910bb287,25,Robbi,Salvidor,2011-05-20,GI,Nairobi,2020-08-20,Lita,Email,154,Spätzle,381.97,714.99,0.19,364.63
0292c369-fcba-44ad-aa8b-acbdd6877375,642,Juliane,Terrence,2010-08-14,TF,Nouméa,2003-09-22,Clarice,Email,178,Spätzle,435.39,781.66,0.19,311.71
43019402-050c-4b2b-a743-c502bb889282,799,Trixi,Rillings,2004-03-02,IO,Chuí,2014-05-16,Genevra,Phone,943,Spätzle,267.44,809.38,0.19,496.01
88a0dfdd-e35f-4efe-a743-1b4d26a4d930,64,Doro,Hamil,2006-07-15,SN,Fortaleza,2013-06-04,Maryellen,Phone,53,Spätzle,481.81,738.63,0.19,469.38
4f3f624f-22ab-405f-8b1a-10fab6163983,287,Alie,Llovera,2007-10-19,KN,Labasa,2007-02-10,Deirdre,Phone,671,Canned sausages,365.88,614.23,0.19,493.51
e7c99e09-e82b-45e0-86d6-dbd5fcfe848b,196,Fina,Talia,2001-07-17,DZ,Sapporo,2000-09-13,Hallie,Phone,537,Spätzle,456.42,773.2,0.19,428.81
bce05635-3d7c-4ded-b7e2-74303714fff5,374,Suzette,Kussell,2024-11-28,LY,Kandahar,2023-08-12,Imojean,Email,8,Canned sausages,395.8,506.79,0.19,401.01
1e05c422-2790-4427-ae28-9db521652909,234,Madalyn,Sundin,2005-09-22,PN,N'Djamena,2007-02-25,Elbertina,Email,467,Canned sausages,370.55,793.09,0.19,427.75
ee955aff-f1e0-4fb2-9d42-0a3c56c6c52f,967,Gabi,Abram,2016-08-09,SO,Tskhinvali,2007-10-30,Gusty,Email,61,Canned sausages,400.92,819.48,0.19,346.82
360bea02-f9b7-459f-b475-82c6fca84030,29,Raquela,Lorain,2003-03-19,PG,Sofia,2017-09-20,Jerry,Phone,945,Spätzle,312.34,994.79,0.19,454.79
517486c2-a726-4cf3-a5a4-4905bafe8907,799,Ketti,Sholley,2015-11-11,PG,Baghdad,2004-09-29,Alyssa,Phone,29,Canned sausages,450.89,922.26,0.19,407.91
26e099f3-bdc9-4a8b-92ef-488c8db3dd00,223,Jessy,Fairweather,2012-10-21,MT,Singapore,2023-07-07,Wileen,Phone,465,Canned sausages,291.61,661.57,0.19,362.04
a355a86d-c799-4854-b620-5cfd35560269,990,Evaleen,O'Neill,2008-01-23,UA,Luxor,2016-12-15,Gertrud,Phone,968,Canned sausages,395.89,704.56,0.19,393.74
76ad967c-f247-4774-99a7-6ccb4277e617,997,Margarette,Guildroy,2000-05-19,PH,Madrid,2000-05-07,Viki,Email,813,Canned sausages,471.69,759.15,0.19,449.55
282c5ac7-bc47-416c-a605-5c23385893b9,90,Amii,Sinegold,2009-02-28,GM,Dededo,2013-06-01,Valeda,Phone,988,Canned sausages,267.43,550.13,0.19,416.18
5c9aa4cc-a3d3-41a7-8397-0d4437922682,40,Eolanda,Noam,2023-09-16,GW,Dunedin,2010-08-01,Kary,Phone,201,Canned sausages,370.68,694.96,0.19,440.83
ac25a909-80b1-4206-8ef7-8d42b225371e,246,Lucille,Arne,2017-10-25,NU,Konya,2014-03-26,Beverley,Email,297,Spätzle,247.2,617.72,0.19,493.22
a415f400-8053-46d8-8d1f-5c5c713c3889,477,Dulcinea,Schalles,2022-06-02,EE,Konya,2009-05-30,Paola,Email,177,Spätzle,401.36,846.67,0.19,391.63
c76a3e36-c6bc-404b-9967-d90203f0e4cc,535,Blake,Rustice,2024-11-04,GN,Blantyre,2018-07-12,Diena,Phone,383,Spätzle,425.08,644.87,0.19,399.08
45189843-4b99-411f-8b7b-f16c2c0aa40f,729,Alex,Daegal,2011-10-02,CX,Kigali,2000-08-28,Aryn,Email,387,Spätzle,319.34,510.75,0.19,489.02
32db6088-1c08-41f6-b29a-ca5d0c826239,815,Kamilah,Schalles,2013-05-09,DZ,Rabat,2023-09-18,Starla,Email,881,Canned sausages,450.97,784.86,0.19,438.33
e34633b5-a526-41d2-b483-bbbf176aefe8,686,Eugine,Taam,2005-06-29,CS,Valencia,2024-12-15,Deloria,Phone,43,Canned sausages,208.76,501.7,0.19,455.38
0d0f5542-ff97-4ff7-ac90-723717b5b1d2,46,Mamie,Roche,2022-02-22,KY,Vladivostok,2003-08-29,Lynde,Phone,73,Spätzle,283.13,546.57,0.19,310.8
2e9db3ab-c5ee-4284-ad9d-b1a5837b3c89,723,Winny,Ardeha,2016-05-27,TR,Livingstone,2016-01-19,Charissa,Phone,497,Canned sausages,387.2,630.07,0.19,431.43
2716b1c5-0e25-4c15-9d82-f63390ba4e42,146,Sandie,Emanuel,2022-03-17,UA,Amman,2007-11-15,Gusella,Phone,894,Canned sausages,362.73,979.07,0.19,310.93
f72910a7-598f-4bc1-8ee9-8f9adb6a324b,252,Sara-Ann,Joseph,2000-02-10,CS,Managua,2011-01-14,Laurene,Email,243,Spätzle,266.43,934.86,0.19,388.52
a29a858f-4868-4853-a10b-9bfb5fc61239,420,Rhea,Marlie,2018-03-09,NP,Udon Thani,2014-11-07,Chickie,Phone,421,Canned sausages,216.9,716.59,0.19,305.31
4a4ec075-3572-4e89-93bb-67462085de0b,501,Linzy,Honoria,2003-12-26,PF,Regina,2006-01-24,Ellette,Phone,784,Canned sausages,398.89,823.68,0.19,325.68
20aaf178-8bc3-4d47-a390-bee750a0be8f,370,Alia,Cottle,2010-02-27,BA,Almaty,2013-10-31,Edee,Email,504,Spätzle,356.19,888.01,0.19,409.45
1ae72bc6-73c7-4971-8cb9-cbe2e8e8c541,872,Gretal,Sancho,2004-09-16,TD,Rome,2022-12-02,Ninnetta,Phone,343,Spätzle,392.74,692.28,0.19,376.71
83513c4b-994f-48c4-a344-cd74f9d6559a,371,Margarette,Randene,2012-02-13,LY,Asmara,2020-02-06,Jean,Email,916,Canned sausages,454.13,868.62,0.19,463.29
270c6ebd-ca78-4883-bad5-f47c662c7ecf,190,Cassandra,Dominy,2009-06-26,GA,Porto Alegre,2014-10-22,Althea,Email,890,Spätzle,280.02,974.2,0.19,439.57
aca22ab1-bcf0-4097-89fd-1d0481127ee2,772,Dennie,Lareena,2018-04-03,CC,Santiago,2002-03-23,Carmela,Email,425,Spätzle,365.72,602.61,0.19,371.56
ea78b71f-08d7-46cb-be9a-eab7fa3bb116,936,Kylynn,Tice,2013-07-21,JP,Cayenne,2000-01-14,Dawn,Email,713,Canned sausages,299.07,830.47,0.19,327.69
9270a267-002a-4362-b295-db894a5ef5e2,88,Gerrie,Travax,2018-07-20,GR,Managua,2021-09-05,Thalia,Phone,20,Spätzle,271.7,695.59,0.19,458.09
93b02714-7cd3-46df-bedf-59e860850a8e,287,Carilyn,Esmaria,2009-02-17,BT,Zanzibar City,2003-02-20,Alisha,Phone,956,Spätzle,490.34,752.18,0.19,458.89
a026274b-f795-4f0f-8c11-62d4d6707a73,313,Calla,Gaulin,2004-09-09,IR,Yellowknife,2022-03-15,Deane,Email,768,Canned sausages,446.57,801.04,0.19,389.78
46016de3-6e69-4f5b-b1a2-b397c906099f,96,Janeczka,Pearse,2016-05-04,EH,Petropavlovsk-Kamchatsky,2011-12-27,Nikki,Email,883,Spätzle,478.15,788.41,0.19,342.34
762581a5-1bda-4862-b08b-1b77770865f2,196,Andree,Rugen,2009-04-17,RE,Bishkek,2010-01-09,Tabbatha,Email,230,Spätzle,305.22,737.74,0.19,422.75
97c1f07e-c809-432e-9af8-142290290c7e,819,Marline,Fry,2006-03-06,LY,San Francisco,2000-12-11,Mildrid,Email,497,Canned sausages,231.48,791.24,0.19,369.02
ce6fbc95-b357-44e7-b978-29b5676f55eb,473,Stacey,Avi,2016-07-09,MX,Tucson,2010-07-02,Cyndie,Email,524,Canned sausages,278.79,952.07,0.19,429.39
3879c67d-8146-4810-8358-9c2bf0a8f0df,423,Lita,Olnee,2019-02-12,HR,Tórshavn,2023-01-05,Alejandra,Phone,193,Spätzle,347.92,708.37,0.19,392.11
47aab271-b01b-42bd-9951-c1ea129a1bbf,199,Amii,Nance,2019-11-29,DO,Pretoria,2003-06-26,Kore,Phone,574,Canned sausages,446.57,578.71,0.19,304.68
46dbfa37-556b-4555-8106-afbbdae78c39,549,Carmencita,Pozzy,2002-05-15,TT,Sarajevo,2020-05-16,Rhea,Phone,484,Canned sausages,402.39,726.42,0.19,398.86
759fe9e7-762f-4fd9-a6c9-abbbf319f181,572,Belinda,Poppy,2022-02-24,GS,Lomé,2002-11-11,Ardenia,Email,112,Canned sausages,329.94,570,0.19,456.84
d98ccc97-3046-4cb4-9416-a404cf11cb66,485,Nelle,Glovsky,2010-05-01,BI,Bridgetown,2024-02-12,Margette,Phone,57,Canned sausages,262.71,841.44,0.19,467.26
130396a3-233a-4159-994d-fcf4abf53357,649,Jackie,Cath,2012-04-22,MG,Kolkata,2004-03-19,Sam,Phone,528,Canned sausages,352.39,675.25,0.19,327.09
b3e7aa52-a9e8-4d02-95cc-ff15029feba0,401,Damaris,Sigfrid,2011-11-02,UG,Samara,2021-11-26,Karlee,Email,873,Spätzle,222.1,659.5,0.19,409.47
58ede0b0-fc12-460a-84b8-6167f19cc57d,954,Sean,Libna,2000-12-22,LI,Rio de Janeiro,2024-08-07,Beatriz,Email,293,Canned sausages,298.15,590.69,0.19,485.22
414d5f70-205d-4fa3-9678-d253ed9badc0,692,Goldie,Jary,2024-06-04,ZM,Leeds,2020-07-27,Lexine,Phone,9,Spätzle,488.08,654.83,0.19,346.63
ba26d80e-5c22-4bcc-8a1f-9014b56abec6,823,Selia,Mike,2006-08-01,CF,Djibouti (city),2024-11-25,Adelle,Phone,526,Canned sausages,368.41,677.5,0.19,326.07
a7c82cd3-14ac-4a9e-a9d7-2798033cf7a9,949,Wilma,Fulmer,2022-01-26,MY,Vienna,2011-12-06,Marsiella,Email,839,Canned sausages,277.07,651.48,0.19,496.35
990c0346-d82f-4433-a706-dd8bdc1cba32,404,Cissiee,Fancie,2020-04-11,GH,Vilnius,2014-07-04,Consuela,Phone,211,Spätzle,455.01,811.08,0.19,369.43
3008ff0e-744a-47d6-b294-e702a84013d5,197,Maud,Azeria,2019-09-02,AQ,Banjul,2003-05-14,Shel,Phone,400,Canned sausages,357.83,934.82,0.19,483.99
473b8bb9-eda0-40e0-a782-18af9933f0e0,835,Tonia,Daniele,2005-02-01,CD,Ahmedabad,2019-09-25,Marline,Email,565,Spätzle,420.15,635.7,0.19,385.05
cbd53925-0a9c-43a0-856e-727ecfd739e7,864,Mureil,Monaco,2012-01-24,LR,Ushuaia,2023-12-05,Elvira,Phone,339,Canned sausages,392.32,896.35,0.19,364.36
3b0db6ab-703b-44e6-a7ae-39b47b91ca04,844,Elena,Peti,2006-06-19,GP,Pyongyang,2002-11-25,Clo,Phone,543,Spätzle,273.04,728.44,0.19,414.66
51f7a234-a367-4939-ba1d-32474e009814,991,Gabriellia,Yusuk,2020-01-03,NP,South Tarawa,2019-04-04,Andree,Phone,460,Canned sausages,428.39,804.38,0.19,350.81
5cc7cdee-28d6-4a92-b729-c40bae8fa5dd,873,Peri,Lia,2006-12-19,KY,San Diego,2006-05-02,Julieta,Email,675,Canned sausages,239.96,591.17,0.19,477.1
9d4b61bb-fc08-43c4-8352-c2f2002cb827,268,Evita,Dahlia,2000-04-05,KZ,Hobart,2004-01-05,Jolyn,Phone,74,Canned sausages,228.42,521.93,0.19,448.52
55054d68-dbf3-4c99-ac57-8c8db384a254,328,Meg,Kalinda,2009-01-26,FM,Honiara,2018-05-09,Flo,Phone,554,Canned sausages,465.73,612.9,0.19,363.93
3ed08f5f-21a8-4b9c-8816-1238e046d521,711,Grier,Kussell,2002-07-26,SG,Calama,2005-01-20,Ursulina,Email,417,Canned sausages,343.8,773.37,0.19,489.34
5d58fc64-b198-4b65-bb8f-8deed2f94891,434,Belinda,Gert,2000-10-02,PH,Nouakchott,2012-01-01,Mary,Phone,260,Canned sausages,481.67,910.37,0.19,477.16
