uuid,seller_id,seller_firstname,seller_lastname,date_joined,country,contact_region,contact_date,contact_customer_fullname,contact_type,contact_product_type_offered_id,contact_product_type_offered,sale_net_amount,sale_gross_amount,sale_tax_rate,sale_product_total_cost
699aa1a1-3eb5-4d17-a476-b759545cf67b,487,Sara-Ann,Berard,2004-05-17,VE,Kuching,2004-02-02,Wilma,Phone,514,Canned sausages,370.37,810.53,0.19,493.51
c2b0938a-814b-4c07-8987-179324986ad3,127,Liana,Naashom,2001-03-22,NC,Chongjin,2009-10-09,Anthia,Email,79,Spätzle,299.61,686.78,0.19,454.5
18c8cb10-8adc-488c-ae67-8abf73578910,585,Elbertina,Eiser,2013-01-23,AW,St. George's,2003-08-01,Kenna,Phone,598,Canned sausages,491.15,522.36,0.19,392.44
2928f0cc-23be-4052-8b1a-2c8a49e3e720,476,Katuscha,Hull,2024-09-15,SE,Charlottetown,2022-07-16,Steffane,Phone,948,Canned sausages,357.3,957.9,0.19,340.6
193667a9-54d4-40bb-8b30-4ee705bebcc8,386,Belva,Kendrick,2022-06-09,MA,Kandahar,2004-09-11,Amara,Email,557,Spätzle,426.48,819.45,0.19,470.48
f605d6f3-ebf9-4c1f-8883-a2111db2b6c9,401,Joy,Jeanne,2024-05-07,KW,Medellín,2019-03-12,Bettine,Phone,302,Canned sausages,245.59,865.97,0.19,415.49
b9fe9c9e-1d38-4486-84aa-0a03a5d0c038,312,Ebonee,Velick,2018-11-01,QA,Port Blair,2010-09-25,Myriam,Email,985,Canned sausages,276.82,847.86,0.19,359.79
ccfa290e-8c15-43d4-b220-10d29f48c59a,365,Ayn,Zuzana,2021-04-11,CK,Kawasaki,2010-10-11,Marinna,Email,201,Spätzle,283.26,863.67,0.19,415.85
7e9e772f-23c5-4557-8c02-69ea4fb6cb27,161,Hyacinthe,Pulsifer,2011-05-30,TF,Bahía Blanca,2018-06-10,Aurore,Email,117,Spätzle,280.04,574.05,0.19,490.99
7df7d272-64d6-4fd1-a72c-a383b1c162ba,460,Rochette,Hillel,2002-06-04,AD,Cartagena,2012-12-22,Lita,Phone,81,Canned sausages,346,805.67,0.19,471.13
962a6271-5664-483c-8ca3-9a4789751ab3,905,Kimmy,Jacqui,2000-10-22,MM,Shijiazhuang,2019-08-02,Sidoney,Phone,508,Canned sausages,484.88,970.32,0.19,436.86
3579bd47-4ccf-409d-afc8-09b83a58a048,939,Vere,Lareena,2013-07-26,NP,Madrid,2012-10-07,Bernardine,Email,493,Canned sausages,495.58,932.02,0.19,422.82
e91542ce-f0dd-4cc3-a1ce-a242b02a852b,700,Lexine,Schenck,2005-01-29,NZ,Kraków,2000-06-18,Olivette,Email,817,Canned sausages,237.3,929.84,0.19,346.52
83c1d90d-9511-4eb7-af9c-866a2f8d259e,740,Laure,Hashim,2018-02-02,GI,Lanzhou,2022-10-25,Catrina,Email,162,Spätzle,347.1,839.6,0.19,375.61
e2ad50d3-2ef5-4c7d-882f-3fb929b886d9,90,Mamie,Fennessy,2010-07-14,CX,Cali,2017-04-23,Petronia,Email,751,Canned sausages,490.5,732.49,0.19,331.03
ee749c75-e68b-4298-846f-82835a1cef7f,966,Violet,Sheng,2015-10-08,FJ,Quetzaltenango,2018-08-23,Coral,Email,127,Canned sausages,341.24,583.2,0.19,445.04
79aed4b1-f25a-4908-a771-772622370970,23,Concettina,Redmond,2012-07-08,AQ,Phuket (city),2008-05-26,Shaylyn,Phone,290,Canned sausages,346.07,529.51,0.19,411.25
81080bfc-41c2-48d9-b8ea-dec542efcf5a,230,Ardenia,Lanita,2006-06-21,PA,Virginia Beach,2005-02-13,Shauna,Phone,685,Canned sausages,485.15,932.42,0.19,390.86
13f57ebd-dafc-419a-8464-cc8e89c05117,900,Tabbatha,Chesna,2012-06-08,CD,Dodoma,2019-10-06,Konstance,Email,91,Canned sausages,454.44,649.35,0.19,327.93
3dfe16b8-a60c-4505-b1dc-0a048b1b4baf,933,Nariko,Juliet,2020-09-10,LV,Tiraspol,2016-02-28,Rayna,Email,769,Spätzle,445.56,903.29,0.19,345.03
115e0800-aba1-44e1-a1e1-5ac14f9dcc15,474,Sidoney,Carleen,2012-02-04,IR,Concepción,2007-09-08,Kassey,Email,167,Spätzle,495.01,668.61,0.19,413.44
21c6a458-e53f-4d6d-af30-9f2095b777ec,774,Sibella,Moina,2000-07-12,VA,Charlottetown,2020-02-16,Amelia,Email,462,Canned sausages,350.65,989.84,0.19,318.98
11b803cb-fdf9-454b-9add-175b17d1be28,484,Brana,Harl,2011-02-20,AX,San Diego,2020-01-11,Nessie,Phone,784,Spätzle,287.56,766.23,0.19,413.72
ff751664-432b-4e34-9004-16c515f542f8,16,Jemie,Barrus,2004-08-29,BB,Canberra,2003-04-22,Dede,Email,69,Spätzle,333.87,640.39,0.19,460.03
3728559d-0085-498a-9410-90474ea7574f,25,Donnie,Friede,2014-04-24,TF,Islamabad,2002-02-07,Cecile,Phone,617,Spätzle,482.51,859.48,0.19,466.24
624c7aaf-feb2-40d0-91d2-a147db8a9099,197,Sean,Fosque,2009-07-02,TH,San Fernando,2020-02-04,Lindie,Phone,992,Canned sausages,482.97,532.07,0.19,498.26
2b43b100-13d3-427b-8b22-1f1df216741c,608,Elena,Keelia,2013-01-11,KG,Louisville,2001-01-21,Winifred,Email,359,Canned sausages,310.05,525.07,0.19,466.78
a617aead-3cbc-41a4-9b9c-8d5adbb155c4,989,Sue,Arathorn,2010-11-10,MX,Brazzaville,2017-10-26,Nariko,Phone,171,Canned sausages,239.8,753.26,0.19,348.12
0e5075a2-b4e0-464b-9865-89297f80e1f4,738,Lolita,Barney,2002-11-30,DM,London,2023-01-17,Donetta,Email,28,Canned sausages,324,569.85,0.19,444.22
c327cd2f-aa6f-4b9c-a4dc-1ff18bc2e979,149,Teddie,Kalinda,2006-04-11,AT,Gold Coast,2022-01-21,Nanete,Email,709,Canned sausages,378.05,941.47,0.19,431.89
c67d15d9-81ba-4e6a-bad4-bff7ef66eace,272,Julieta,Ralfston,2004-12-10,LI,Willemstad,2011-01-22,Lauryn,Email,628,Canned sausages,439.17,812.29,0.19,367
437af08a-13fa-47e3-9bda-7aab5d60bc33,236,Kirstin,Khorma,2019-04-01,NF,Hilo,2014-01-20,Mariele,Phone,106,Canned sausages,262.84,991.39,0.19,406.89
b90b63d5-f5ed-491a-9b43-87d18e8047d7,726,Noelle,Rolf,2019-06-03,JP,Bilbao,2012-05-08,Tina,Phone,989,Canned sausages,434.31,616.15,0.19,435.71
ae79e042-9dc6-44e6-a673-31501dfb727f,153,Ardys,Granoff,2008-02-27,DJ,Ponta Delgada,2017-08-04,Dode,Phone,332,Spätzle,243.09,942.43,0.19,424.93
a7986951-e509-4e2b-aa14-ac814522c166,988,Elmira,Egbert,2005-02-23,UM,Oranjestad,2017-05-25,Orsola,Email,260,Canned sausages,200.93,504.07,0.19,340.71
76f86f17-4708-4f0e-81be-0496eb85d897,367,Gaylene,Publia,2017-10-30,ET,Phoenix,2008-02-15,Lynnea,Email,59,Spätzle,329.48,937.61,0.19,490
29f125bd-a003-4276-937b-d0a0cbc05aa2,305,Dorice,Koehler,2006-08-14,MT,Saint John,2022-01-30,Carlie,Email,503,Canned sausages,428.88,636.59,0.19,348.37
73f77fc9-8529-4aa2-8fcd-f8b159e5dffa,744,Selma,Halla,2018-07-26,ET,San Carlos de Bariloche,2001-10-04,Anallese,Email,239,Spätzle,260.59,972.78,0.19,476.82
8702f585-af08-48a5-832b-13696b120f9f,272,Sashenka,Rodmann,2005-03-09,DE,Dublin,2015-02-26,Ashlee,Email,665,Spätzle,417.39,556.64,0.19,301.76
077d7647-f239-44d8-a4c5-e165ba30970d,560,Maye,Gibbeon,2001-08-22,NC,Maseru,2006-06-30,Minda,Email,346,Canned sausages,241.45,813.48,0.19,392.12
6dbac380-c588-4d74-9fb0-0d0dfad6dc10,726,Shauna,Valerio,2014-07-16,GP,Louisville,2009-08-11,Allis,Email,399,Canned sausages,405.64,816.52,0.19,441.02
8c34a49c-1f34-4dcb-91af-dde1cbd22b23,721,Dawn,Linskey,2003-11-08,IO,Washington,2003-01-13,Katleen,Email,614,Canned sausages,371.59,556.72,0.19,365.18
47b6b26d-c4ef-4417-b54d-ee0d0687942d,793,Damaris,Gahl,2007-04-16,DE,Mwanza,2012-04-10,Helena,Phone,566,Canned sausages,243.74,918.05,0.19,352
d28fbc63-82cc-48bc-b4c5-e2d60c5bedb3,227,Chickie,Uird,2010-10-14,VA,Managua,2001-10-12,Carree,Email,257,Canned sausages,475.94,916,0.19,388.34
d945b173-9c73-4110-ae42-a2ecc04684f5,494,Edith,Suzetta,2000-07-26,AT,Hamburg,2004-02-19,Mamie,Phone,562,Spätzle,316.84,992.13,0.19,303.12
ab2e2a09-c478-476e-ba1a-7ae0df51f6f4,342,Alia,Truc,2019-08-01,MG,Nanning,2018-05-13,Merrie,Email,807,Canned sausages,292.03,558.8,0.19,443.24
4505b1bf-ea8f-4e09-8ea8-10454d9579f8,573,Tybie,Erlandson,2008-10-09,AF,Saskatoon,2013-03-04,Jany,Phone,10,Spätzle,495.1,861.45,0.19,363.57
2eee25d4-e9e8-4ac3-aa8c-80106f613272,923,Caritta,Vittoria,2018-12-19,CZ,Managua,2002-09-08,Mallory,Email,890,Spätzle,477.73,977.02,0.19,481.1
e5160a31-a7c9-42db-b069-b11cd1d24d38,190,Libbie,Jobi,2003-01-19,CO,Providence,2010-05-24,Maridel,Phone,385,Canned sausages,356.46,509.09,0.19,428.89
1502b275-96d1-4712-9234-1f1e08517d11,337,Rhea,Andrel,2012-02-08,TJ,Mata-Utu,2024-09-13,Demetris,Email,808,Canned sausages,269.53,917.76,0.19,303.88
2325aa1a-ef86-46ac-a782-96fba7456f56,377,Shaine,Kendrick,2004-07-01,IN,Nagoya,2012-07-27,Carlie,Phone,921,Spätzle,232.87,773.36,0.19,414.7
1a1acfba-bdb0-4352-bdf8-732e17520f86,682,Isa,Lanita,2013-07-09,GY,Astana,2020-09-15,Coral,Phone,987,Canned sausages,225.52,596.86,0.19,415.27
694efce4-640f-4b20-aa9e-402e6091d440,298,Vonny,Edison,2023-09-18,BG,Fairbanks,2005-07-24,Aimil,Email,819,Spätzle,276.51,963.03,0.19,341.16
f5875496-d249-4bcc-bb8d-123a2b04bf1c,968,Minne,Deegan,2019-05-05,TW,Sydney,2006-02-07,Misha,Email,662,Spätzle,367.36,744.04,0.19,355.19
3e85960c-f108-4658-84c7-818190f6fc07,148,Sam,Iphlgenia,2004-07-25,TJ,Warsaw,2016-01-04,Shell,Phone,799,Spätzle,260.39,607.87,0.19,368.11
f88da5e4-d948-4729-b1a6-9f2b4e3f48d3,98,Betta,Bluh,2016-12-25,KN,Maputo,2021-11-08,Demetris,Email,673,Spätzle,365.22,970.04,0.19,407.35
dd5a50aa-6b0c-4f04-b6ce-3ebf6953c245,174,Jemie,Screens,2014-12-22,GB,Nantes,2003-02-05,Gabi,Phone,600,Canned sausages,450.26,630.35,0.19,300.14
78b41020-9f46-43cb-ab0c-7f01b88afb48,655,Candi,Zola,2005-07-06,AZ,Port Moresby,2010-05-06,Kamilah,Email,234,Canned sausages,302.75,618.01,0.19,416.96
5be0095f-d629-4875-8f34-72574f5ea23e,203,Gusella,Burch,2009-08-03,TO,Houston,2024-03-02,Nita,Phone,170,Canned sausages,420.92,919.01,0.19,389.91
4faf8cd7-089e-4187-b869-afb12edcc785,925,Albertina,Clarissa,2015-07-30,VG,Porto,2013-10-25,Nannie,Email,599,Spätzle,243.54,809.57,0.19,409.58
3797eed8-9fe4-4066-8bdd-ef416656f43a,805,Kaja,Hieronymus,2003-04-18,DK,Antwerp,2009-04-14,Atlanta,Email,265,Spätzle,351.14,927.5,0.19,390.62
db28930d-9a36-4389-a93a-ae68514efdcf,582,Tami,Valoniah,2019-09-12,GB,Konya,2009-03-08,Quintina,Email,877,Canned sausages,236.59,787.56,0.19,317.86
2a88dcf3-11a3-45ce-a2b0-70030cc051b4,894,Viki,Luhe,2020-11-27,SR,Cayenne,2008-07-10,Sabina,Email,215,Canned sausages,390.56,686.03,0.19,301.54
1f5375bd-d4e0-4413-986c-1139b4f02f9a,362,Diena,Bonilla,2014-04-25,GS,Magadan,2015-07-16,Chandra,Email,336,Canned sausages,268.69,842.78,0.19,476.17
ff9e02d4-94bf-4472-8a84-0561dafc01e0,156,Kenna,Drisko,2004-10-14,IL,Alofi,2016-01-31,Clo,Email,392,Canned sausages,348.25,935.16,0.19,365.46
72030a38-5059-44a7-b268-090b7de2b280,167,Nananne,Dorothy,2011-10-05,TG,Austin,2001-04-19,Selia,Phone,580,Spätzle,230.72,640,0.19,465.78
b99e001f-987d-4587-ba8b-ea491d815129,146,Netty,Jacqui,2014-01-31,GG,Barcelona,2007-11-25,Roseline,Email,642,Spätzle,220.39,502.77,0.19,422.18
ad957a33-0fd7-4fef-8771-9eed81e7f2b8,957,Dolli,Himelman,2006-03-03,EG,Bangkok,2022-06-30,Patricia,Phone,552,Canned sausages,288.53,834.19,0.19,318.24
3e25acb0-d682-49d6-8dbb-0bc930df6d17,517,Anthia,Thunell,2005-01-12,DO,Port Said,2020-05-16,Shandie,Email,376,Spätzle,215.86,951.66,0.19,406.82
23579b55-d120-4c55-9cec-230cb09897ee,167,Blake,Joeann,2020-01-27,PY,Raleigh,2006-09-14,Valli,Email,946,Canned sausages,257.09,532.19,0.19,497.5
ab47c384-29d4-4325-95da-a3d63a7c6f63,207,Ada,Poll,2017-05-04,LT,N'Djamena,2013-05-07,Keelia,Email,860,Spätzle,362.98,635.78,0.19,440.7
5f5511d0-2d71-4ab5-804c-8262441e3a48,677,Leona,Leopold,2004-12-16,KM,Boston,2000-02-05,Hope,Email,854,Spätzle,250.28,933.69,0.19,443.01
23bff009-ff95-4c7e-96e4-b4f0eebade4e,910,Michaelina,Lail,2002-12-26,MD,Wuhan,2007-08-07,Nickie,Phone,361,Canned sausages,475.99,523.66,0.19,321.47
4d812fa0-0cc1-47bf-8344-fd85174afb4f,883,Chloris,Ventre,2006-05-31,KZ,Jayapura,2011-09-19,Kirstin,Email,735,Spätzle,349.17,650.77,0.19,462.59
d8774ce1-2852-4ce3-b4a3-610785c9e018,104,Willetta,Wandie,2009-02-06,SK,Munich,2016-11-02,Eolanda,Phone,346,Canned sausages,409.05,824.71,0.19,497.49
9ec567d8-cee5-42c2-86e9-ca4a9e7fb436,875,Jessy,Dorine,2013-03-06,IO,Brisbane,2020-06-08,Ileana,Email,48,Canned sausages,237.69,920.9,0.19,479.61
e7677c3b-9859-4ff5-bb60-530bc46960a8,471,Gui,Alrich,2012-06-07,FK,Shanghai,2018-09-16,Susan,Email,366,Canned sausages,373.78,785.65,0.19,474.56
625a5ad7-6932-4c4b-a487-c1ef39b065e5,579,Tami,Klotz,2012-02-05,CX,Shanghai,2003-04-05,Gwyneth,Email,739,Canned sausages,341.67,932.47,0.19,478.62
b0d6306b-7070-42c9-967e-e7dc027f877f,525,Nariko,Scammon,2000-02-09,JO,Kota Bharu,2014-12-20,Halette,Phone,891,Canned sausages,476.5,718.05,0.19,482.11
7aeba299-64b9-4d53-8055-027d4f70d526,596,Dennie,Claudine,2012-12-10,HK,Tunis,2001-09-05,Christian,Email,956,Spätzle,472.77,690.78,0.19,383.8
64495c9a-b1e3-44b2-b10f-1db7d3b61fa0,751,Mireielle,Ethban,2010-01-31,QA,Oranjestad,2002-11-25,Camile,Phone,117,Canned sausages,454.38,559.69,0.19,468.22
2a7dc0f5-fef1-4975-a01c-8fd0a0ecdbc5,720,Mariele,Kazimir,2001-02-17,AI,San Carlos de Bariloche,2020-01-02,Claresta,Phone,201,Canned sausages,404.63,868.51,0.19,361.36
8deb14db-fde2-4d69-afa3-bdfd131fc5d9,60,Jsandye,Angelis,2008-06-25,MC,Alexandria,2007-06-21,Heddie,Email,367,Canned sausages,460.96,966.05,0.19,440.01
2535b5e5-d3d0-4580-a0bd-b23ca5c47786,483,Nadine,Taima,2014-07-18,GE,New York City,2009-01-22,Sindee,Email,400,Canned sausages,313.15,841.32,0.19,426.84
3f3be871-1aa2-48d0-a1c0-f75dfc43bed5,971,Helsa,Lattie,2022-10-28,SZ,Portland,2023-08-07,Doralynne,Phone,713,Canned sausages,259.25,604.94,0.19,426.1
9d9b9c6e-c88b-41a7-b833-e7f027ad9743,713,Anthia,Sharl,2011-04-04,TN,Magadan,2018-06-20,Siana,Email,221,Spätzle,451.19,787.56,0.19,390.02
d1f4ab87-73b8-4626-bba0-8b3dcaa432fd,549,Corry,Melony,2008-12-17,GN,Sacramento,2024-04-05,Janenna,Email,417,Canned sausages,325.99,851.68,0.19,318.01
dd0e5bf0-5a62-4282-aa01-1ebf1b42a713,34,Corly,Phi,2011-05-24,SN,Kanpur,2023-01-02,Tera,Email,100,Canned sausages,311.69,535.74,0.19,332.54
4171406d-95fb-427f-8f65-1fc4452a73c0,267,Joane,Gaspard,2019-11-11,VA,St. John's,2018-09-30,Nonnah,Email,556,Canned sausages,434.27,806.79,0.19,445.26
d08e3f86-dd8f-4734-988a-2e6fdac3feac,184,Kial,Payson,2019-12-30,DK,Hargeisa,2012-03-20,Gilda,Email,956,Spätzle,358.58,613.35,0.19,400.28
a52efcbe-f212-4378-aa8d-eebcfecf32fd,481,Jaime,Roxanna,2009-01-20,LS,Christchurch,2008-01-13,Loree,Phone,791,Canned sausages,208.04,614.76,0.19,418.36
